case,service,fault_type,capability_id,capability,magnitude,value_per_min,weighted_magnitude
re2ob_currencyservice_loss_1,currencyservice,loss,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_currencyservice_loss_1,currencyservice,loss,currency_conversion,Currency Conversion,0.9945516811955168,60.0,59.67310087173101
re2ob_currencyservice_loss_1,currencyservice,loss,cart_management,Cart Management,0.9945516811955168,50.0,49.72758405977584
re2ob_currencyservice_loss_1,currencyservice,loss,shipping,Shipping,0.9529279842528576,40.0,38.1171193701143
re2ob_currencyservice_loss_1,currencyservice,loss,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_currencyservice_loss_1,currencyservice,loss,product_browsing,Product Browsing,0.9945516811955168,20.0,19.89103362391034
re2ob_currencyservice_loss_1,currencyservice,loss,product_recommendations,Product Recommendations,0.9797002046573372,10.0,9.797002046573372
re2ob_currencyservice_loss_1,currencyservice,loss,advertisement_retrieval,Advertisement Retrieval,0.9945516811955168,5.0,4.972758405977585
re2ob_currencyservice_loss_2,currencyservice,loss,order_placement,Order Placement,0.9652534113060428,100.0,96.52534113060428
re2ob_currencyservice_loss_2,currencyservice,loss,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_currencyservice_loss_2,currencyservice,loss,currency_conversion,Currency Conversion,0.9843642274632078,60.0,59.06185364779247
re2ob_currencyservice_loss_2,currencyservice,loss,cart_management,Cart Management,0.9843642274632078,50.0,49.21821137316039
re2ob_currencyservice_loss_2,currencyservice,loss,shipping,Shipping,0.9379071609596838,40.0,37.516286438387354
re2ob_currencyservice_loss_2,currencyservice,loss,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_currencyservice_loss_2,currencyservice,loss,product_browsing,Product Browsing,0.9843642274632078,20.0,19.687284549264156
re2ob_currencyservice_loss_2,currencyservice,loss,product_recommendations,Product Recommendations,0.9652534113060428,10.0,9.652534113060428
re2ob_currencyservice_loss_2,currencyservice,loss,advertisement_retrieval,Advertisement Retrieval,0.9843642274632078,5.0,4.921821137316039
re2ob_currencyservice_loss_3,currencyservice,loss,order_placement,Order Placement,0.9140040032619172,100.0,91.40040032619171
re2ob_currencyservice_loss_3,currencyservice,loss,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_currencyservice_loss_3,currencyservice,loss,currency_conversion,Currency Conversion,0.9687927170868348,60.0,58.12756302521009
re2ob_currencyservice_loss_3,currencyservice,loss,cart_management,Cart Management,0.9687927170868348,50.0,48.43963585434174
re2ob_currencyservice_loss_3,currencyservice,loss,shipping,Shipping,0.9047902710891916,40.0,36.191610843567666
re2ob_currencyservice_loss_3,currencyservice,loss,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_currencyservice_loss_3,currencyservice,loss,product_browsing,Product Browsing,0.9687927170868348,20.0,19.375854341736694
re2ob_currencyservice_loss_3,currencyservice,loss,product_recommendations,Product Recommendations,0.9140040032619172,10.0,9.140040032619172
re2ob_currencyservice_loss_3,currencyservice,loss,advertisement_retrieval,Advertisement Retrieval,0.9687927170868348,5.0,4.843963585434174
re2ob_currencyservice_mem_1,currencyservice,mem,order_placement,Order Placement,0.9273685416428,100.0,92.73685416428
re2ob_currencyservice_mem_1,currencyservice,mem,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_currencyservice_mem_1,currencyservice,mem,currency_conversion,Currency Conversion,0.9950191862976798,60.0,59.70115117786079
re2ob_currencyservice_mem_1,currencyservice,mem,cart_management,Cart Management,0.9950191862976798,50.0,49.75095931488399
re2ob_currencyservice_mem_1,currencyservice,mem,shipping,Shipping,0.9247498195933188,40.0,36.98999278373275
re2ob_currencyservice_mem_1,currencyservice,mem,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_currencyservice_mem_1,currencyservice,mem,product_browsing,Product Browsing,0.9950191862976798,20.0,19.900383725953596
re2ob_currencyservice_mem_1,currencyservice,mem,product_recommendations,Product Recommendations,0.969306388718024,10.0,9.69306388718024
re2ob_currencyservice_mem_1,currencyservice,mem,advertisement_retrieval,Advertisement Retrieval,0.9950191862976798,5.0,4.975095931488399
re2ob_currencyservice_mem_2,currencyservice,mem,order_placement,Order Placement,0.9297676164200148,100.0,92.97676164200148
re2ob_currencyservice_mem_2,currencyservice,mem,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_currencyservice_mem_2,currencyservice,mem,currency_conversion,Currency Conversion,0.9895100998070296,60.0,59.37060598842178
re2ob_currencyservice_mem_2,currencyservice,mem,cart_management,Cart Management,0.9895100998070296,50.0,49.47550499035148
re2ob_currencyservice_mem_2,currencyservice,mem,shipping,Shipping,0.938386754750836,40.0,37.535470190033436
re2ob_currencyservice_mem_2,currencyservice,mem,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_currencyservice_mem_2,currencyservice,mem,product_browsing,Product Browsing,0.9895100998070296,20.0,19.790201996140592
re2ob_currencyservice_mem_2,currencyservice,mem,product_recommendations,Product Recommendations,0.9500356571561528,10.0,9.500356571561529
re2ob_currencyservice_mem_2,currencyservice,mem,advertisement_retrieval,Advertisement Retrieval,0.9895100998070296,5.0,4.947550499035148
re2ob_currencyservice_mem_3,currencyservice,mem,order_placement,Order Placement,0.9179505135387488,100.0,91.79505135387488
re2ob_currencyservice_mem_3,currencyservice,mem,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_currencyservice_mem_3,currencyservice,mem,currency_conversion,Currency Conversion,0.985855184766649,60.0,59.15131108599894
re2ob_currencyservice_mem_3,currencyservice,mem,cart_management,Cart Management,0.985855184766649,50.0,49.29275923833245
re2ob_currencyservice_mem_3,currencyservice,mem,shipping,Shipping,0.9271758653400082,40.0,37.08703461360032
re2ob_currencyservice_mem_3,currencyservice,mem,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_currencyservice_mem_3,currencyservice,mem,product_browsing,Product Browsing,0.985855184766649,20.0,19.71710369533298
re2ob_currencyservice_mem_3,currencyservice,mem,product_recommendations,Product Recommendations,0.9550693421135096,10.0,9.550693421135096
re2ob_currencyservice_mem_3,currencyservice,mem,advertisement_retrieval,Advertisement Retrieval,0.985855184766649,5.0,4.929275923833245
re2ob_currencyservice_socket_1,currencyservice,socket,order_placement,Order Placement,0.0,100.0,0.0
re2ob_currencyservice_socket_1,currencyservice,socket,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_currencyservice_socket_1,currencyservice,socket,currency_conversion,Currency Conversion,0.0,60.0,0.0
re2ob_currencyservice_socket_1,currencyservice,socket,cart_management,Cart Management,0.0,50.0,0.0
re2ob_currencyservice_socket_1,currencyservice,socket,shipping,Shipping,0.0,40.0,0.0
re2ob_currencyservice_socket_1,currencyservice,socket,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_currencyservice_socket_1,currencyservice,socket,product_browsing,Product Browsing,0.0,20.0,0.0
re2ob_currencyservice_socket_1,currencyservice,socket,product_recommendations,Product Recommendations,0.0,10.0,0.0
re2ob_currencyservice_socket_1,currencyservice,socket,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_currencyservice_socket_2,currencyservice,socket,order_placement,Order Placement,0.8073953507783482,100.0,80.73953507783483
re2ob_currencyservice_socket_2,currencyservice,socket,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_currencyservice_socket_2,currencyservice,socket,currency_conversion,Currency Conversion,0.9551907701649632,60.0,57.311446209897795
re2ob_currencyservice_socket_2,currencyservice,socket,cart_management,Cart Management,0.9551907701649632,50.0,47.75953850824816
re2ob_currencyservice_socket_2,currencyservice,socket,shipping,Shipping,0.8167189014050387,40.0,32.668756056201545
re2ob_currencyservice_socket_2,currencyservice,socket,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_currencyservice_socket_2,currencyservice,socket,product_browsing,Product Browsing,0.9551907701649632,20.0,19.103815403299265
re2ob_currencyservice_socket_2,currencyservice,socket,product_recommendations,Product Recommendations,0.8500266199783102,10.0,8.500266199783102
re2ob_currencyservice_socket_2,currencyservice,socket,advertisement_retrieval,Advertisement Retrieval,0.9551907701649632,5.0,4.775953850824816
re2ob_currencyservice_socket_3,currencyservice,socket,order_placement,Order Placement,0.922190328215662,100.0,92.2190328215662
re2ob_currencyservice_socket_3,currencyservice,socket,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_currencyservice_socket_3,currencyservice,socket,currency_conversion,Currency Conversion,0.983252176479268,60.0,58.995130588756076
re2ob_currencyservice_socket_3,currencyservice,socket,cart_management,Cart Management,0.983252176479268,50.0,49.1626088239634
re2ob_currencyservice_socket_3,currencyservice,socket,shipping,Shipping,0.889804059509629,40.0,35.59216238038516
re2ob_currencyservice_socket_3,currencyservice,socket,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_currencyservice_socket_3,currencyservice,socket,product_browsing,Product Browsing,0.983252176479268,20.0,19.66504352958536
re2ob_currencyservice_socket_3,currencyservice,socket,product_recommendations,Product Recommendations,0.922190328215662,10.0,9.221903282156621
re2ob_currencyservice_socket_3,currencyservice,socket,advertisement_retrieval,Advertisement Retrieval,0.983252176479268,5.0,4.91626088239634
re2ob_emailservice_cpu_1,emailservice,cpu,order_placement,Order Placement,0.0,100.0,0.0
re2ob_emailservice_cpu_1,emailservice,cpu,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_cpu_1,emailservice,cpu,currency_conversion,Currency Conversion,0.0,60.0,0.0
re2ob_emailservice_cpu_1,emailservice,cpu,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_cpu_1,emailservice,cpu,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_cpu_1,emailservice,cpu,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_cpu_1,emailservice,cpu,product_browsing,Product Browsing,0.0,20.0,0.0
re2ob_emailservice_cpu_1,emailservice,cpu,product_recommendations,Product Recommendations,0.0,10.0,0.0
re2ob_emailservice_cpu_1,emailservice,cpu,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_cpu_2,emailservice,cpu,order_placement,Order Placement,0.3129933677731744,100.0,31.29933677731744
re2ob_emailservice_cpu_2,emailservice,cpu,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_cpu_2,emailservice,cpu,currency_conversion,Currency Conversion,0.3129933677731744,60.0,18.779602066390463
re2ob_emailservice_cpu_2,emailservice,cpu,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_cpu_2,emailservice,cpu,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_cpu_2,emailservice,cpu,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_cpu_2,emailservice,cpu,product_browsing,Product Browsing,0.3129933677731744,20.0,6.259867355463488
re2ob_emailservice_cpu_2,emailservice,cpu,product_recommendations,Product Recommendations,0.3129933677731744,10.0,3.129933677731744
re2ob_emailservice_cpu_2,emailservice,cpu,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_cpu_3,emailservice,cpu,order_placement,Order Placement,0.3795937000684775,100.0,37.95937000684775
re2ob_emailservice_cpu_3,emailservice,cpu,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_cpu_3,emailservice,cpu,currency_conversion,Currency Conversion,0.3795937000684775,60.0,22.775622004108648
re2ob_emailservice_cpu_3,emailservice,cpu,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_cpu_3,emailservice,cpu,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_cpu_3,emailservice,cpu,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_cpu_3,emailservice,cpu,product_browsing,Product Browsing,0.3795937000684775,20.0,7.59187400136955
re2ob_emailservice_cpu_3,emailservice,cpu,product_recommendations,Product Recommendations,0.3795937000684775,10.0,3.795937000684775
re2ob_emailservice_cpu_3,emailservice,cpu,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_delay_1,emailservice,delay,order_placement,Order Placement,0.9490397206460062,100.0,94.90397206460062
re2ob_emailservice_delay_1,emailservice,delay,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_delay_1,emailservice,delay,currency_conversion,Currency Conversion,0.9490397206460062,60.0,56.94238323876037
re2ob_emailservice_delay_1,emailservice,delay,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_delay_1,emailservice,delay,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_delay_1,emailservice,delay,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_delay_1,emailservice,delay,product_browsing,Product Browsing,0.9490397206460062,20.0,18.980794412920122
re2ob_emailservice_delay_1,emailservice,delay,product_recommendations,Product Recommendations,0.9490397206460062,10.0,9.490397206460061
re2ob_emailservice_delay_1,emailservice,delay,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_delay_2,emailservice,delay,order_placement,Order Placement,0.9379982440737488,100.0,93.79982440737487
re2ob_emailservice_delay_2,emailservice,delay,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_delay_2,emailservice,delay,currency_conversion,Currency Conversion,0.9379982440737488,60.0,56.27989464442493
re2ob_emailservice_delay_2,emailservice,delay,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_delay_2,emailservice,delay,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_delay_2,emailservice,delay,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_delay_2,emailservice,delay,product_browsing,Product Browsing,0.9379982440737488,20.0,18.759964881474975
re2ob_emailservice_delay_2,emailservice,delay,product_recommendations,Product Recommendations,0.9379982440737488,10.0,9.379982440737487
re2ob_emailservice_delay_2,emailservice,delay,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_delay_3,emailservice,delay,order_placement,Order Placement,0.9590699967137692,100.0,95.90699967137692
re2ob_emailservice_delay_3,emailservice,delay,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_delay_3,emailservice,delay,currency_conversion,Currency Conversion,0.9590699967137692,60.0,57.54419980282616
re2ob_emailservice_delay_3,emailservice,delay,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_delay_3,emailservice,delay,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_delay_3,emailservice,delay,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_delay_3,emailservice,delay,product_browsing,Product Browsing,0.9590699967137692,20.0,19.181399934275383
re2ob_emailservice_delay_3,emailservice,delay,product_recommendations,Product Recommendations,0.9590699967137692,10.0,9.590699967137692
re2ob_emailservice_delay_3,emailservice,delay,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_disk_1,emailservice,disk,order_placement,Order Placement,0.0,100.0,0.0
re2ob_emailservice_disk_1,emailservice,disk,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_disk_1,emailservice,disk,currency_conversion,Currency Conversion,0.0,60.0,0.0
re2ob_emailservice_disk_1,emailservice,disk,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_disk_1,emailservice,disk,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_disk_1,emailservice,disk,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_disk_1,emailservice,disk,product_browsing,Product Browsing,0.0,20.0,0.0
re2ob_emailservice_disk_1,emailservice,disk,product_recommendations,Product Recommendations,0.0,10.0,0.0
re2ob_emailservice_disk_1,emailservice,disk,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_disk_2,emailservice,disk,order_placement,Order Placement,0.33644578313253,100.0,33.644578313253
re2ob_emailservice_disk_2,emailservice,disk,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_disk_2,emailservice,disk,currency_conversion,Currency Conversion,0.33644578313253,60.0,20.1867469879518
re2ob_emailservice_disk_2,emailservice,disk,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_disk_2,emailservice,disk,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_disk_2,emailservice,disk,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_disk_2,emailservice,disk,product_browsing,Product Browsing,0.33644578313253,20.0,6.7289156626506
re2ob_emailservice_disk_2,emailservice,disk,product_recommendations,Product Recommendations,0.33644578313253,10.0,3.3644578313253
re2ob_emailservice_disk_2,emailservice,disk,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_disk_3,emailservice,disk,order_placement,Order Placement,0.2564187255031487,100.0,25.641872550314872
re2ob_emailservice_disk_3,emailservice,disk,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_disk_3,emailservice,disk,currency_conversion,Currency Conversion,0.2564187255031487,60.0,15.385123530188922
re2ob_emailservice_disk_3,emailservice,disk,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_disk_3,emailservice,disk,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_disk_3,emailservice,disk,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_disk_3,emailservice,disk,product_browsing,Product Browsing,0.2564187255031487,20.0,5.128374510062974
re2ob_emailservice_disk_3,emailservice,disk,product_recommendations,Product Recommendations,0.2564187255031487,10.0,2.564187255031487
re2ob_emailservice_disk_3,emailservice,disk,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_loss_1,emailservice,loss,order_placement,Order Placement,0.3288575652631791,100.0,32.88575652631791
re2ob_emailservice_loss_1,emailservice,loss,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_loss_1,emailservice,loss,currency_conversion,Currency Conversion,0.3288575652631791,60.0,19.731453915790745
re2ob_emailservice_loss_1,emailservice,loss,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_loss_1,emailservice,loss,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_loss_1,emailservice,loss,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_loss_1,emailservice,loss,product_browsing,Product Browsing,0.3288575652631791,20.0,6.577151305263582
re2ob_emailservice_loss_1,emailservice,loss,product_recommendations,Product Recommendations,0.3288575652631791,10.0,3.288575652631791
re2ob_emailservice_loss_1,emailservice,loss,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_loss_2,emailservice,loss,order_placement,Order Placement,0.3173158756137479,100.0,31.73158756137479
re2ob_emailservice_loss_2,emailservice,loss,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_loss_2,emailservice,loss,currency_conversion,Currency Conversion,0.3173158756137479,60.0,19.038952536824876
re2ob_emailservice_loss_2,emailservice,loss,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_loss_2,emailservice,loss,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_loss_2,emailservice,loss,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_loss_2,emailservice,loss,product_browsing,Product Browsing,0.3173158756137479,20.0,6.346317512274958
re2ob_emailservice_loss_2,emailservice,loss,product_recommendations,Product Recommendations,0.3173158756137479,10.0,3.173158756137479
re2ob_emailservice_loss_2,emailservice,loss,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_loss_3,emailservice,loss,order_placement,Order Placement,0.3017320199423809,100.0,30.17320199423809
re2ob_emailservice_loss_3,emailservice,loss,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_loss_3,emailservice,loss,currency_conversion,Currency Conversion,0.3017320199423809,60.0,18.103921196542856
re2ob_emailservice_loss_3,emailservice,loss,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_loss_3,emailservice,loss,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_loss_3,emailservice,loss,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_loss_3,emailservice,loss,product_browsing,Product Browsing,0.3017320199423809,20.0,6.0346403988476185
re2ob_emailservice_loss_3,emailservice,loss,product_recommendations,Product Recommendations,0.3017320199423809,10.0,3.0173201994238092
re2ob_emailservice_loss_3,emailservice,loss,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_mem_1,emailservice,mem,order_placement,Order Placement,0.5608308605341246,100.0,56.08308605341246
re2ob_emailservice_mem_1,emailservice,mem,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_mem_1,emailservice,mem,currency_conversion,Currency Conversion,0.5608308605341246,60.0,33.64985163204747
re2ob_emailservice_mem_1,emailservice,mem,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_mem_1,emailservice,mem,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_mem_1,emailservice,mem,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_mem_1,emailservice,mem,product_browsing,Product Browsing,0.5608308605341246,20.0,11.216617210682491
re2ob_emailservice_mem_1,emailservice,mem,product_recommendations,Product Recommendations,0.5608308605341246,10.0,5.608308605341246
re2ob_emailservice_mem_1,emailservice,mem,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_mem_2,emailservice,mem,order_placement,Order Placement,0.6670586958095099,100.0,66.70586958095099
re2ob_emailservice_mem_2,emailservice,mem,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_mem_2,emailservice,mem,currency_conversion,Currency Conversion,0.6670586958095099,60.0,40.023521748570595
re2ob_emailservice_mem_2,emailservice,mem,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_mem_2,emailservice,mem,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_mem_2,emailservice,mem,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_mem_2,emailservice,mem,product_browsing,Product Browsing,0.6670586958095099,20.0,13.341173916190199
re2ob_emailservice_mem_2,emailservice,mem,product_recommendations,Product Recommendations,0.6670586958095099,10.0,6.670586958095099
re2ob_emailservice_mem_2,emailservice,mem,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_mem_3,emailservice,mem,order_placement,Order Placement,0.6683167177031291,100.0,66.83167177031291
re2ob_emailservice_mem_3,emailservice,mem,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_mem_3,emailservice,mem,currency_conversion,Currency Conversion,0.6683167177031291,60.0,40.09900306218774
re2ob_emailservice_mem_3,emailservice,mem,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_mem_3,emailservice,mem,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_mem_3,emailservice,mem,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_mem_3,emailservice,mem,product_browsing,Product Browsing,0.6683167177031291,20.0,13.36633435406258
re2ob_emailservice_mem_3,emailservice,mem,product_recommendations,Product Recommendations,0.6683167177031291,10.0,6.68316717703129
re2ob_emailservice_mem_3,emailservice,mem,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_socket_1,emailservice,socket,order_placement,Order Placement,0.0,100.0,0.0
re2ob_emailservice_socket_1,emailservice,socket,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_socket_1,emailservice,socket,currency_conversion,Currency Conversion,0.0,60.0,0.0
re2ob_emailservice_socket_1,emailservice,socket,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_socket_1,emailservice,socket,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_socket_1,emailservice,socket,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_socket_1,emailservice,socket,product_browsing,Product Browsing,0.0,20.0,0.0
re2ob_emailservice_socket_1,emailservice,socket,product_recommendations,Product Recommendations,0.0,10.0,0.0
re2ob_emailservice_socket_1,emailservice,socket,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_socket_2,emailservice,socket,order_placement,Order Placement,0.2372030779524925,100.0,23.72030779524925
re2ob_emailservice_socket_2,emailservice,socket,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_socket_2,emailservice,socket,currency_conversion,Currency Conversion,0.2372030779524925,60.0,14.23218467714955
re2ob_emailservice_socket_2,emailservice,socket,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_socket_2,emailservice,socket,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_socket_2,emailservice,socket,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_socket_2,emailservice,socket,product_browsing,Product Browsing,0.2372030779524925,20.0,4.74406155904985
re2ob_emailservice_socket_2,emailservice,socket,product_recommendations,Product Recommendations,0.2372030779524925,10.0,2.372030779524925
re2ob_emailservice_socket_2,emailservice,socket,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_emailservice_socket_3,emailservice,socket,order_placement,Order Placement,0.0,100.0,0.0
re2ob_emailservice_socket_3,emailservice,socket,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_emailservice_socket_3,emailservice,socket,currency_conversion,Currency Conversion,0.0,60.0,0.0
re2ob_emailservice_socket_3,emailservice,socket,cart_management,Cart Management,0.0,50.0,0.0
re2ob_emailservice_socket_3,emailservice,socket,shipping,Shipping,0.0,40.0,0.0
re2ob_emailservice_socket_3,emailservice,socket,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_emailservice_socket_3,emailservice,socket,product_browsing,Product Browsing,0.0,20.0,0.0
re2ob_emailservice_socket_3,emailservice,socket,product_recommendations,Product Recommendations,0.0,10.0,0.0
re2ob_emailservice_socket_3,emailservice,socket,advertisement_retrieval,Advertisement Retrieval,0.0,5.0,0.0
re2ob_productcatalogservice_cpu_1,productcatalogservice,cpu,order_placement,Order Placement,0.0,100.0,0.0
re2ob_productcatalogservice_cpu_1,productcatalogservice,cpu,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_productcatalogservice_cpu_1,productcatalogservice,cpu,currency_conversion,Currency Conversion,0.40564255749083,60.0,24.3385534494498
re2ob_productcatalogservice_cpu_1,productcatalogservice,cpu,cart_management,Cart Management,0.40564255749083,50.0,20.2821278745415
re2ob_productcatalogservice_cpu_1,productcatalogservice,cpu,shipping,Shipping,0.0,40.0,0.0
re2ob_productcatalogservice_cpu_1,productcatalogservice,cpu,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_productcatalogservice_cpu_1,productcatalogservice,cpu,product_browsing,Product Browsing,0.40564255749083,20.0,8.1128511498166
re2ob_productcatalogservice_cpu_1,productcatalogservice,cpu,product_recommendations,Product Recommendations,0.40564255749083,10.0,4.0564255749083
re2ob_productcatalogservice_cpu_1,productcatalogservice,cpu,advertisement_retrieval,Advertisement Retrieval,0.40564255749083,5.0,2.02821278745415
re2ob_productcatalogservice_cpu_2,productcatalogservice,cpu,order_placement,Order Placement,0.8046440972222222,100.0,80.46440972222221
re2ob_productcatalogservice_cpu_2,productcatalogservice,cpu,payment_processing,Payment Processing,0.0,100.0,0.0
re2ob_productcatalogservice_cpu_2,productcatalogservice,cpu,currency_conversion,Currency Conversion,0.94103756809271,60.0,56.4622540855626
re2ob_productcatalogservice_cpu_2,productcatalogservice,cpu,cart_management,Cart Management,0.94103756809271,50.0,47.0518784046355
re2ob_productcatalogservice_cpu_2,productcatalogservice,cpu,shipping,Shipping,0.8301276447825132,40.0,33.205105791300525
re2ob_productcatalogservice_cpu_2,productcatalogservice,cpu,order_confirmation,Order Confirmation,0.0,25.0,0.0
re2ob_productcatalogservice_cpu_2,productcatalogservice,cpu,product_browsing,Product Browsing,0.94103756809271,20.0,18.8207513618542
