scenario_id,k,method,cbl,cbl_oracle,aulc_normalized,kendalls_tau,mrr,precision_at_3,ndcg_1,ndcg_3,ndcg_5
scenario_k10_005,10,BLAST,2050.89744047089,2041.5555214742735,0.02168852184367847,0.022222222222222223,0.5,0.6666666666666666,0.8590692086266655,0.9660704770392052,0.9130205409317552
scenario_k10_005,10,B1_random,2619.1573320300126,2041.5555214742735,1.3409803156849678,-0.28888888888888886,0.1111111111111111,0.3333333333333333,0.25320255850248585,0.32762397126930476,0.49105097562149475
scenario_k10_005,10,B2_severity,1600.1522881746384,2041.5555214742735,-1.0247769939727187,0.4222222222222222,1.0,0.6666666666666666,1.0,1.0,1.0
scenario_k10_005,10,B3_itil,1600.1522881746384,2041.5555214742735,-1.0247769939727187,0.4222222222222222,1.0,0.6666666666666666,1.0,1.0,1.0
scenario_k10_005,10,B4_pagerank,2417.3840595204433,2041.5555214742735,0.8725365163029355,-0.19999999999999998,0.25,0.0,0.25320255850248585,0.39537549934428257,0.5274616708524476
scenario_k10_005,10,B6_ppr,2501.158089299907,2041.5555214742735,1.0670291976741721,-0.19999999999999998,0.25,0.0,0.2070852869920382,0.23177938849265245,0.3864635757339289
scenario_k10_005,10,B7_classifier,1658.2836695263381,2041.5555214742735,-0.8898171709742364,0.28888888888888886,1.0,0.6666666666666666,1.0,0.9913532100042385,0.9907641374808556
scenario_k10_005,10,B9_independent,2212.24251721449,2041.5555214742735,0.39627282541031134,-0.1111111111111111,0.3333333333333333,0.6666666666666666,0.5000062148836946,0.7912141962403764,0.8316352474312574
scenario_k10_006,10,BLAST,1882.3509641429691,2716.4728168280735,9.39027060349783,-0.19999999999999998,0.5,0.3333333333333333,0.8668040673004026,0.9590113596197455,0.8622819314253836
scenario_k10_006,10,B1_random,2723.2764240718348,2716.4728168280735,-0.0765927818497698,0.7333333333333333,0.25,0.6666666666666666,0.0,0.24274856139212275,0.4790250135908219
scenario_k10_006,10,B2_severity,1488.5458766206232,2716.4728168280735,13.823599289186888,-0.1111111111111111,1.0,0.3333333333333333,1.0,1.0,1.0
scenario_k10_006,10,B3_itil,1488.5458766206232,2716.4728168280735,13.823599289186888,-0.1111111111111111,1.0,0.3333333333333333,1.0,1.0,1.0
scenario_k10_006,10,B4_pagerank,2361.167624840568,2716.4728168280735,3.999909472279443,-0.06666666666666667,0.25,0.0,0.16168734455167588,0.5612344872380817,0.6241030307581191
scenario_k10_006,10,B6_ppr,2499.8885685684427,2716.4728168280735,2.4382345254067777,-0.06666666666666667,0.25,0.0,0.9061209792424857,0.5333234327521541,0.6058234977144914
scenario_k10_006,10,B7_classifier,1574.4502170292255,2716.4728168280735,12.856516362567653,-0.15555555555555553,1.0,0.3333333333333333,1.0,0.964469648536513,0.9925752067190979
scenario_k10_006,10,B9_independent,1820.6941344290422,2716.4728168280735,10.084382996913488,-0.4222222222222222,0.3333333333333333,0.3333333333333333,0.5999343736300933,0.8301434847548271,0.805293585484498
scenario_k10_007,10,BLAST,1916.6269107236199,2678.0283155429306,-8.41670225188388,-0.19999999999999998,0.5,0.3333333333333333,0.8816267818944901,0.9466810723784173,0.917382853934112
scenario_k10_007,10,B1_random,2815.7081455867356,2678.0283155429306,1.5219437844925987,0.4222222222222222,1.0,0.6666666666666666,1.0,0.5611605446748483,0.5524861371337884
scenario_k10_007,10,B2_severity,1658.6856252506354,2678.0283155429306,-11.268043193144026,-0.24444444444444444,1.0,0.3333333333333333,1.0,1.0,0.9999917885231783
scenario_k10_007,10,B3_itil,1658.6856252506354,2678.0283155429306,-11.268043193144026,-0.24444444444444444,1.0,0.3333333333333333,1.0,1.0,0.9999917885231783
scenario_k10_007,10,B4_pagerank,2294.9720997707273,2678.0283155429306,-4.2343895000471266,-0.06666666666666667,0.25,0.0,0.99139482809514,0.9371311355387993,0.8798994266268183
