value_model,scenario_id,k,cbl_blast,cbl_b9,ndcg5_blast,ndcg5_b9
uniform,scenario_k5_020,5,17.34637531087639,17.4070727300865,0.9986560565227723,0.9968750166632557
uniform,scenario_k5_021,5,22.722066790339632,25.562689228046438,0.9646512241643533,0.9556006516061399
uniform,scenario_k5_022,5,16.27922992712362,18.889281861437144,0.9997120896386547,0.9134390723946645
uniform,scenario_k5_023,5,15.536696504326232,16.463917547895655,0.9942070471297222,0.9226526279875582
uniform,scenario_k5_024,5,17.871818415817973,16.52603528328785,0.9913986514051265,0.9962155207054011
uniform,scenario_k5_025,5,20.33530900845757,20.33530900845757,0.8498625783218466,0.8498625783218466
uniform,scenario_k5_026,5,19.68673676851192,21.95651361845486,0.979063689844962,0.915862474393327
uniform,scenario_k5_027,5,14.411186737360932,14.701157829739424,0.9910002630766463,0.9399752855894473
uniform,scenario_k5_028,5,20.33530900845757,20.33530900845757,0.9423438068619743,0.9423438068619743
uniform,scenario_k5_029,5,21.131812177934638,23.465300196116715,0.9983648174119433,0.9171859352599083
uniform,scenario_k5_030,5,21.303981345603678,23.61833945626697,0.9995868827761057,0.9196111345407488
uniform,scenario_k10_001,10,45.6607053190147,44.34966724720171,0.8586212340314311,0.8006636979740742
uniform,scenario_k10_002,10,43.568710982872,42.377648408191426,0.8826981135622749,0.8408621024069302
uniform,scenario_k10_003,10,43.798802180987316,42.64366668311724,0.8612821816843906,0.8164489849167234
uniform,scenario_k10_004,10,46.0994922214339,44.83271361899638,0.9295140221524156,0.8711371819930788
uniform,scenario_k10_005,10,45.390143691762304,51.7434547888888,0.9316617416800173,0.8698577379352008
uniform,scenario_k10_006,10,45.634752960521716,44.34966724720171,0.862787198672181,0.8207201615656249
uniform,scenario_k10_007,10,46.40900290245375,45.11187142853883,0.9315559030817885,0.8730508254200605
uniform,scenario_k10_008,10,50.20314025691781,56.74262553452786,0.9370825373630411,0.8978219097784377
uniform,scenario_k10_009,10,45.67232951365444,44.51405309250011,0.9407764709512907,0.9005054273341665
uniform,scenario_k10_010,10,45.24953847406497,43.96885327372938,0.8614839329926546,0.8207213429557828
uniform,scenario_k10_011,10,43.593388536413144,42.47243825260916,0.8845656014086899,0.8362735187066156
uniform,scenario_k10_012,10,42.48482817561931,41.1784910445201,0.9694106212830085,0.9252220996853304
uniform,scenario_k10_013,10,42.06995171177516,40.8306755513487,0.9692735168552371,0.9248686586069521
uniform,scenario_k10_014,10,40.71442788742604,39.560870741448916,0.9716920848120537,0.910692851950196
uniform,scenario_k10_015,10,50.19946756711596,55.75125184667208,0.8792429607469557,0.8382438318487042
uniform,scenario_k10_016,10,45.177138646148606,43.9270784766449,0.8763970648488659,0.8180970042651197
uniform,scenario_k10_017,10,45.329784468732065,44.05332164179494,0.865092364450609,0.8229129340511446
uniform,scenario_k10_018,10,45.6607053190147,44.34966724720171,0.8781644002651265,0.8335795459880194
uniform,scenario_k10_019,10,51.53591973435765,56.6255998073514,0.9368770121766795,0.89409744826186
uniform,scenario_k10_020,10,45.332989776619875,44.01664965882827,0.879888127783718,0.8207362980441919
uniform,scenario_k10_021,10,49.282294846386556,55.75125184667208,0.8786497585415434,0.8338165617738761
uniform,scenario_k10_022,10,41.68825759811894,40.507198010130764,0.9711472950922978,0.929723102808804
uniform,scenario_k10_023,10,42.48870677459425,41.21907774269038,0.9707711061518094,0.9290680169995141
uniform,scenario_k10_024,10,50.10737045160125,56.636705746632316,0.9378805452199973,0.8944073990883262
uniform,scenario_k10_025,10,45.12990622195562,43.8181446562647,0.9265504411937502,0.8709132952836962
uniform,scenario_k10_026,10,49.16464709859923,54.655674307362844,0.9732612200414188,0.9292474327791512
uniform,scenario_k10_027,10,50.63168344357445,55.73168859284489,0.8847513352084838,0.8365197668569934
uniform,scenario_k10_028,10,45.546195307115454,51.67933649247235,0.9139961736311724,0.8705255575329068
uniform,scenario_k10_029,10,42.53368973784765,41.21907774269038,0.9693747753345708,0.9291115769482104
uniform,scenario_k10_030,10,50.70537157330779,55.79317247453496,0.8617118329051985,0.820801705747261
user_volume_weighted,scenario_k3_001,3,917.4930909202835,917.4930909202835,0.952193466807075,0.952193466807075
user_volume_weighted,scenario_k3_002,3,1149.5825202272986,1149.5825202272986,1.0,1.0
user_volume_weighted,scenario_k3_003,3,1240.6197379536604,1353.472241566017,0.9864221697218756,0.9697156389130442
user_volume_weighted,scenario_k3_004,3,1309.000104581532,1309.000104581532,0.9870073357598911,0.9870073357598911
user_volume_weighted,scenario_k3_005,3,482.03193144585623,482.03193144585623,1.0,1.0
user_volume_weighted,scenario_k3_006,3,684.6772310824566,684.6772310824566,1.0,1.0
user_volume_weighted,scenario_k3_007,3,1305.115632054257,1329.293936810137,0.9866587376263222,0.9390114468839026
user_volume_weighted,scenario_k3_008,3,538.170453129161,538.170453129161,1.0,1.0
user_volume_weighted,scenario_k3_009,3,1337.062881864687,1337.062881864687,0.9801830352104675,0.9801830352104675
user_volume_weighted,scenario_k3_010,3,577.9121872063306,577.9121872063306,1.0,1.0
user_volume_weighted,scenario_k3_011,3,478.8024646001003,478.8024646001003,0.9933421056915359,0.9933421056915359
user_volume_weighted,scenario_k3_012,3,649.241907755272,649.241907755272,1.0,1.0
user_volume_weighted,scenario_k3_013,3,632.4851279571433,632.4851279571433,1.0,1.0
user_volume_weighted,scenario_k3_014,3,884.7791687203187,999.5373396353951,1.0,0.9406156511038211
user_volume_weighted,scenario_k3_015,3,689.888883994856,689.888883994856,1.0,1.0
user_volume_weighted,scenario_k3_016,3,632.7819258611439,632.7819258611439,0.9899813643147589,0.9899813643147589
user_volume_weighted,scenario_k3_017,3,597.6998045768296,597.6998045768296,0.98865586888648,0.98865586888648
user_volume_weighted,scenario_k3_018,3,1223.613558427715,1361.168048698732,1.0,0.9799587910405654
user_volume_weighted,scenario_k3_019,3,605.2729696002721,605.2729696002721,1.0,1.0
user_volume_weighted,scenario_k3_020,3,531.7257056654049,531.7257056654049,1.0,1.0
user_volume_weighted,scenario_k3_021,3,515.0790378523232,515.0790378523232,1.0,1.0
user_volume_weighted,scenario_k3_022,3,1305.3075491989277,1305.3075491989277,0.987220861119226,0.987220861119226
user_volume_weighted,scenario_k3_023,3,995.1937998122816,995.1937998122816,0.9635445380152438,0.9635445380152438
