scenario_id,k,method,cbl,cbl_oracle,aulc_normalized,kendalls_tau,mrr,precision_at_3,map,ndcg_1,ndcg_3,ndcg_5
re2tt_scenario_k5_002,5,B12_eigenvector,969.3275637938062,1251.0630833638013,16.7748001582082,0.0,0.5,0.6666666666666666,1.0,0.935931497741103,0.9872514276013824,0.9895770723948615
re2tt_scenario_k5_003,5,BLAST,969.5527412746637,969.5527412746637,0.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.7917918421781033,0.9490400974982481
re2tt_scenario_k5_003,5,B1_random,950.7394755735401,969.5527412746637,-8.90488564705296,0.7999999999999999,0.5,1.0,1.0,0.4588214527138192,0.6771723834054899,0.8496715622594274
re2tt_scenario_k5_003,5,B2_severity,1043.817011937515,969.5527412746637,35.15151746753789,0.6,1.0,0.6666666666666666,1.0,1.0,0.8719551723676602,0.9509892258766054
re2tt_scenario_k5_003,5,B3_itil,888.2830803986283,969.5527412746637,-38.46737978258847,0.0,1.0,0.3333333333333333,1.0,1.0,0.9735111969688265,0.9770357181439923
re2tt_scenario_k5_003,5,B4_pagerank,1203.154376930201,969.5527412746637,110.5706943985192,-0.19999999999999998,0.2,0.6666666666666666,1.0,0.1805436957661383,0.40169895434335307,0.7147957726461731
re2tt_scenario_k5_003,5,B5_betweenness,1104.2451598364667,969.5527412746637,63.75398104042141,0.6,1.0,1.0,1.0,1.0,0.770883211540616,0.9232270877718917
re2tt_scenario_k5_003,5,B6_ppr,1265.6781543200361,969.5527412746637,140.16508256713067,-0.7999999999999999,0.2,0.3333333333333333,1.0,0.45992478111658275,0.6897538623009092,0.829123417364259
re2tt_scenario_k5_003,5,B7_classifier,888.2830803986283,969.5527412746637,-38.46737978258847,0.0,1.0,0.3333333333333333,1.0,1.0,0.9735111969688265,0.9770357181439923
re2tt_scenario_k5_003,5,B9_independent,1028.8713940593743,969.5527412746637,28.077306097555297,0.7999999999999999,1.0,1.0,1.0,1.0,0.770883211540616,0.9309135069302505
re2tt_scenario_k5_003,5,B10_pairwise,809.5274316066254,969.5527412746637,-75.74480187897456,0.19999999999999998,1.0,0.3333333333333333,1.0,1.0,1.0,1.0
re2tt_scenario_k5_003,5,B11_closeness,1206.5362599451114,969.5527412746637,112.17144155203917,0.0,0.2,0.6666666666666666,1.0,0.1805436957661383,0.5028554993937367,0.7269546824142445
re2tt_scenario_k5_003,5,B12_eigenvector,1325.1735655145326,969.5527412746637,168.32605374714976,-0.7999999999999999,0.2,0.3333333333333333,1.0,0.812470331303306,0.6845748541844601,0.8842585972463741
re2tt_scenario_k5_004,5,BLAST,852.8570354251515,884.8036561776505,1.4225916206330058,0.39999999999999997,1.0,0.6666666666666666,1.0,1.0,1.0,0.9933114423932101
re2tt_scenario_k5_004,5,B1_random,973.8451136903733,884.8036561776505,-3.9650400688041625,-0.19999999999999998,0.3333333333333333,0.6666666666666666,1.0,0.6790456384749495,0.820374112530179,0.9027907703187691
re2tt_scenario_k5_004,5,B2_severity,852.8570354251515,884.8036561776505,1.4225916206330058,0.39999999999999997,1.0,0.6666666666666666,1.0,1.0,1.0,0.9933114423932101
re2tt_scenario_k5_004,5,B3_itil,852.8570354251515,884.8036561776505,1.4225916206330058,0.39999999999999997,1.0,0.6666666666666666,1.0,1.0,1.0,0.9933114423932101
re2tt_scenario_k5_004,5,B4_pagerank,1040.3727170414377,884.8036561776505,-6.927532152121523,0.19999999999999998,0.25,0.6666666666666666,1.0,0.8680873902248467,0.6966572343629576,0.8990039279344145
re2tt_scenario_k5_004,5,B5_betweenness,830.4632113557117,884.8036561776505,2.4197946338068714,0.39999999999999997,1.0,0.6666666666666666,1.0,1.0,0.9868848758352837,0.9889192582909627
re2tt_scenario_k5_004,5,B6_ppr,1096.0964176897753,884.8036561776505,-9.408923540185189,-0.19999999999999998,0.25,0.6666666666666666,1.0,0.2442260000804631,0.5550236917037644,0.7793401959077955
re2tt_scenario_k5_004,5,B7_classifier,804.1010450318803,884.8036561776505,3.593708995659447,0.6,0.5,1.0,1.0,0.8680873902248467,0.9493246735735349,0.9752901979694872
re2tt_scenario_k5_004,5,B9_independent,903.351063791078,884.8036561776505,-0.8259210531136614,0.19999999999999998,1.0,0.6666666666666666,1.0,1.0,0.9868848758352837,0.9822307006841728
re2tt_scenario_k5_004,5,B10_pairwise,779.969182989785,884.8036561776505,4.668307307553544,0.6,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
re2tt_scenario_k5_004,5,B11_closeness,1108.9923290544457,884.8036561776505,-9.98318194422534,0.0,0.2,0.6666666666666666,1.0,0.8680873902248467,0.6966572343629576,0.8927070456341498
re2tt_scenario_k5_004,5,B12_eigenvector,1164.716029702783,884.8036561776505,-12.464573332288996,-0.19999999999999998,0.2,0.6666666666666666,1.0,0.5851441932187522,0.6216944716716497,0.8293723031836795
re2tt_scenario_k5_005,5,BLAST,1213.4024356055033,1125.5213596543094,1.5673514749602,0.6,1.0,0.6666666666666666,1.0,1.0,0.8961955778614398,0.9617003617032506
re2tt_scenario_k5_005,5,B1_random,1104.3565966352085,1125.5213596543094,-0.37747173866639877,0.6,1.0,0.6666666666666666,1.0,1.0,0.959910363382184,0.9878229890723376
re2tt_scenario_k5_005,5,B2_severity,1104.3565966352085,1125.5213596543094,-0.37747173866639877,0.6,1.0,0.6666666666666666,1.0,1.0,0.959910363382184,0.9878229890723376
re2tt_scenario_k5_005,5,B3_itil,929.6010237893191,1125.5213596543094,-3.4942224371857904,0.19999999999999998,1.0,0.3333333333333333,1.0,1.0,1.0,1.0
re2tt_scenario_k5_005,5,B4_pagerank,1006.0469537873339,1125.5213596543094,-2.1308158124918095,-0.19999999999999998,0.5,0.3333333333333333,1.0,0.8638663922193904,0.9735141558871485,0.9731891076098113
re2tt_scenario_k5_005,5,B5_betweenness,1207.6218325814225,1125.5213596543094,1.4642549143197243,0.19999999999999998,1.0,0.6666666666666666,1.0,1.0,0.8448760545835391,0.9633197945767324
re2tt_scenario_k5_005,5,B6_ppr,957.6723987142248,1125.5213596543094,-2.993571865757348,0.0,0.5,0.3333333333333333,1.0,0.8638663922193904,0.9735141558871485,0.9777423049665585
re2tt_scenario_k5_005,5,B7_classifier,957.6723987142248,1125.5213596543094,-2.993571865757348,0.0,0.5,0.3333333333333333,1.0,0.8638663922193904,0.9735141558871485,0.9777423049665585
re2tt_scenario_k5_005,5,B9_independent,965.3723761319264,1125.5213596543094,-2.8562434269305697,0.0,1.0,0.3333333333333333,1.0,1.0,0.988956488597043,0.9907194534613272
re2tt_scenario_k5_005,5,B10_pairwise,929.6010237893191,1125.5213596543094,-3.4942224371857904,0.19999999999999998,1.0,0.3333333333333333,1.0,1.0,1.0,1.0
re2tt_scenario_k5_005,5,B11_closeness,1077.6747687741452,1125.5213596543094,-0.8533398570300952,-0.39999999999999997,0.3333333333333333,0.3333333333333333,1.0,0.8638663922193904,0.9530746417546703,0.9560125180982966
re2tt_scenario_k5_005,5,B12_eigenvector,1077.6747687741452,1125.5213596543094,-0.8533398570300952,-0.39999999999999997,0.3333333333333333,0.3333333333333333,1.0,0.8638663922193904,0.9530746417546703,0.9560125180982966
